"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.1","Award.Investigator.FirstName.2","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.ProgramElement.Code.7","Award.ProgramElement.Text.6","Award.ProgramElement.Code.8","Award.ProgramElement.Text.7","Award.ProgramElement.Code.9","Award.ProgramElement.Text.8","Award.ProgramElement.Code.10","Award.ProgramElement.Text.9","Award.ProgramElement.Code.11","Award.ProgramElement.Text.10","Award.ProgramElement.Code.12","Award.ProgramElement.Text.11","Award.ProgramElement.Code.13","Award.ProgramElement.Text.12","Award.ProgramElement.Code.14","Award.ProgramElement.Text.13","Award.ProgramElement.Code.15","Award.ProgramElement.Text.14","Award.ProgramElement.Code.16","Award.ProgramElement.Text.15","Award.ProgramElement.Code.17","Award.ProgramElement.Text.16","Award.ProgramElement.Code.18","Award.ProgramElement.Text.17","Award.ProgramElement.Code.19","Award.ProgramElement.Text.18","Award.ProgramElement.Code.20","Award.ProgramElement.Text.19","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.ProgramElement.Code.27","Award.ProgramElement.Text.20","Award.ProgramElement.Code.28","Award.ProgramElement.Text.21","Award.ProgramElement.Code.29","Award.ProgramElement.Text.22","Award.ProgramElement.Code.30","Award.ProgramElement.Text.23","Award.ProgramElement.Code.31","Award.ProgramElement.Text.24","Award.ProgramElement.Code.32","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"1122",1122,"Experimental Study of Weak Interactions","02/15/1972","02/28/1977",807000,"Standard Grant",3010300,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","02/10/1972","09/15/1975",7204425,"Roland","Winston","02/15/1972","Principal Investigator","University of Chicago","Chicago",606375418,7737028669,"5801 South Ellis Avenue","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",1123,"High Energy Physics","02/15/1972","07/31/1977",1551300,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/03/1972","11/17/1975",7204426,"George","Masek","02/15/1972","Principal Investigator","University of California-San Diego","La Jolla",920930621,8585344896,"Office of Contract & Grant Admin","United States","California","CA",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1124,"Elementary Particles","03/01/1972","03/31/1977",314000,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/06/1972","10/09/1975",7204430,"Robert","Swanson","03/01/1972","Principal Investigator","University of California-San Diego","La Jolla",920930621,8585344896,"Office of Contract & Grant Admin","United States","California","CA",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",1125,"Purchase of a Nuclear Magnetic Resonance SpectrometEr","03/15/1972","03/31/1973",120000,"Standard Grant",3090308,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","03/02/1972","03/02/1972",7204447,"Joseph","Dixon","03/15/1972","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",1126,"Purchase of a Data Acquisition and Control System","03/15/1972","03/31/1973",55000,"Standard Grant",3090308,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","03/01/1972","03/01/1972",7204449,"George","Helmkamp","03/15/1972","Principal Investigator","University of California-Riverside","RIVERSIDE",925211000,9518275535,"Office of Research","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",1127,"Rings and Forms","07/01/1972","12/31/1976",34000,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/10/1972","02/28/1974",7204464,"David","Harrison","07/01/1972","Principal Investigator","University of Oregon Eugene","Eugene",974035219,5413465131,"5219 UNIVERSITY OF OREGON","United States","Oregon","OR",1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128",1128,"Elastic Scattering at Lampf - a Feasibility Study","03/01/1972","12/31/1977",343500,"Standard Grant",3010300,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/06/1972","07/01/1976",7204474,"Herbert","Chen","03/01/1972","Principal Investigator","University of California-Irvine","Irvine",926173213,9498247295,"141 Innovation Drive, Ste 250","United States","California","CA",1274,"GRAVITIONAL PHYSICS","Reines","03/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frederick",NA,1278,"INTERMEDIATE ENERGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1129,"Nonlinear Approximation","06/01/1972","11/30/1977",40400,"Continuing grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/17/1972","02/11/1976",7204486,"John","Rice","06/01/1972","Principal Investigator","Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States","Indiana","IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",1130,"Diffractive Studies of Hadrons and Decay of the Ks Meson","03/15/1972","02/28/1977",844100,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/10/1972","09/17/1975",7204488,"Juliet","Lee-Franzini","03/15/1972","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,6316329949,"WEST 5510 FRK MEL LIB","United States","New York","NY",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",1131,"Experimental High Energy Physics Research Using Counter Techniques","03/15/1972","02/28/1977",638600,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/14/1972","09/25/1975",7204491,"Myron","Good","03/15/1972","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,6316329949,"WEST 5510 FRK MEL LIB","United States","New York","NY",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",1132,"Differential Equations and Their Applications","06/01/1972","11/30/1977",152400,"Continuing grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/22/1972","02/12/1976",7204511,"Lawrence","Payne","06/01/1972","Principal Investigator","Cornell University","Ithaca",148502820,6072555014,"373 Pine Tree Road","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1133,"Group Extensions and the Plancherel Formula","07/01/1972","11/30/1977",37900,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/21/1972","03/12/1975",7204514,"Ronald","Lipsman","07/01/1972","Principal Investigator","University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",1134,"Minima and Class Numbers of Quadratic Forms Over Global Fields","07/01/1972","12/31/1976",24500,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/14/1972","05/28/1975",7204516,"Larry","Gerstein","07/01/1972","Principal Investigator","University of California-Santa Barbara","Santa Barbara",931062050,8058934188,"Office of Research","United States","California","CA",1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135",1135,"Infinite Dimensional Holomorphy","07/01/1972","06/30/1977",25900,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/28/1972","12/01/1976",7204528,"Lawrence","Harris","07/01/1972","Principal Investigator","University of Kentucky","Lexington",405060001,8592579420,"201 Kinkead Hall","United States","Kentucky","KY",1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",1136,"Probability Theory","07/01/1972","12/31/1977",180800,"Continuing grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/10/1972","02/11/1976",7204534,"Harry","Kesten","07/01/1972","Principal Investigator","Cornell University","Ithaca",148502820,6072555014,"373 Pine Tree Road","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",1137,"Group Theory","06/15/1972","11/30/1976",140300,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/21/1972","03/20/1975",7204535,"Michio","Suzuki","06/15/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,2173332187,"SUITE A","United States","Illinois","IL",1264,"ALGEBRA,NUMBER THEORY,AND COM","Walter","06/15/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138",1138,"Inorganic and Organometallic Chemistry","04/01/1972","09/30/1976",192700,"Continuing grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","03/23/1972","02/17/1976",7204536,"F. Albert","Cotton","04/01/1972","Principal Investigator","Texas A&M University Main Campus","College Station",778454375,9798626777,"400 Harvey Mitchell Pkwy South","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139",1139,"Category Theory","06/01/1972","10/31/1977",52000,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/21/1972","02/05/1976",7204537,"John","Gray","06/01/1972","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN",618207473,2173332187,"SUITE A","United States","Illinois","IL",1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140",1140,"Theory of Meromorphic Functions","07/01/1972","12/31/1977",49600,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/29/1972","04/28/1976",7204539,"Albert","Edrei","07/01/1972","Principal Investigator","Syracuse University","SYRACUSE",132441200,3154432807,"OFFICE OF SPONSORED PROGRAMS","United States","New York","NY",1261,"CLASSICAL ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141",1141,"Ergodic Theory","07/01/1972","12/31/1976",36500,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/27/1972","05/14/1975",7204540,"Yuji","Ito","07/01/1972","Principal Investigator","Brown University","Providence",29129002,4018632777,"BOX 1929","United States","Rhode Island","RI",1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,"PROBABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",1142,"High Energy Colliding E+e- Beams With a Magnetic Detector","06/01/1972","10/31/1977",329300,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","03/23/1972","04/24/1975",7204544,"Wolfhard","Kern","06/01/1972","Principal Investigator","University of Massachusetts, Dartmouth","North Dartmouth",27472300,5089998953,"285 Old Westport Road","United States","Massachusetts","MA",1272,"ELEMENTARY PARTICLE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143",1143,"Structural Characterization of the Known Finite Dimensional Simple Lie Algebras Over an Algebraically Closed Field of Prime Characteristic","06/01/1972","11/30/1977",32700,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/29/1972","03/11/1975",7204547,"Robert","Wilson","06/01/1972","Principal Investigator","Rutgers University New Brunswick","Piscataway",88543925,8489320150,"33 Knightsbridge Road","United States","New Jersey","NJ",1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",1144,"Mechanistic and Exploratory Organic Photochemistry","04/15/1972","09/30/1977",117300,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/05/1972","07/01/1976",7204564,"Howard","Zimmerman","04/15/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145",1145,"Applied and Pure Algebra","07/01/1972","12/31/1977",30000,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/27/1972","12/05/1975",7204568,"John","Rhodes","07/01/1972","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146",1146,"The Structure of Nuclear Spaces","06/01/1972","12/31/1976",33500,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/05/1972","04/17/1975",7204571,"Ed","Dubinsky","06/01/1972","Principal Investigator","Clarkson University","Potsdam",136761401,3152686475,"8 Clarkson Avenue","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147",1147,"An Experimental Study of Nuclear Magnetic Relaxation","04/15/1972","02/28/1977",56200,"Standard Grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/10/1972","08/20/1975",7204572,"Joseph","Noggle","04/15/1972","Principal Investigator","University of Delaware","Newark",197162553,3028312136,"210 Hullihen Hall","United States","Delaware","DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",1148,"Algebra and Algebraic Geometry","07/01/1972","12/31/1977",215800,"Continuing grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/03/1972","03/16/1976",7204584,"Teruhisa","Matsusaka","07/01/1972","Principal Investigator","Brandeis University","WALTHAM",24532728,7817362121,"415 SOUTH ST MAILSTOP 116","United States","Massachusetts","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149",1149,"Infinite Particle Systems, Potential Theory, Robust Estimation, and Nonparametric Statistics","07/01/1972","02/28/1978",154200,"Continuing grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/14/1972","07/16/1976",7204591,"Charles","Stone","07/01/1972","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,3107940102,"10889 Wilshire Boulevard","United States","California","CA",1269,"STATISTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
