"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Institution.PhoneNumber","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.1","Award.Investigator.FirstName.2","Award.Investigator.FirstName.3","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.4","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.ProgramElement.Code.2","Award.ProgramElement.Code.3","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Text.5","Award.ProgramElement.Code.9","Award.ProgramElement.Text.6","Award.ProgramElement.Code.10","Award.ProgramElement.Text.7","Award.ProgramElement.Code.11","Award.ProgramElement.Text.8","Award.ProgramElement.Code.12","Award.ProgramElement.Text.9","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"30",30,"Gravity Studies in Utah (Including Bouguer Gravity Map of Utah)","08/15/1971","06/30/1977",28000,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","07/21/1971","01/26/1977",7100422,NA,"DATA NOT AVAILABLE","08/15/1971","Principal Investigator","University of Utah","SALT LAKE CITY",841128930,"75 S 2000 E","United States","Utah","UT",8015816903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"Transportation, Deposition, and Accumulation of Fine-GrainedSediment on a Deep-Sea Fan","09/01/1971","06/30/1977",190400,"Standard Grant",6040304,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","08/16/1971","06/29/1976",7100434,"Dean","McManus","09/01/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1621,"SUBMARINE GEOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"Heat Flow Studies in Southern Mexico","09/01/1971","10/31/1978",93300,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","08/25/1971","10/21/1977",7100440,"David","Blackwell","09/01/1971","Principal Investigator","Southern Methodist University","Dallas",752750302,"6425 BOAZ","United States","Texas","TX",2147682030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"Solar Variation and Atmospheric Transparency Program","09/01/1971","03/31/1977",79700,"Continuing grant",6020203,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","09/01/1971","10/03/1975",7100448,"G. Wesley","Lockwood","09/01/1971","Principal Investigator","Lowell Observatory","Flagstaff",860014470,"1400 W. Mars Hill Road","United States","Arizona","AZ",9282333290,1523,"SOLAR-TERRESTRIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"Role of Plasma Instabilities in Ionospheric Modification By Radio Waves","09/01/1971","08/31/1977",155000,"Standard Grant",6020201,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","08/20/1971","03/17/1976",7100449,"Jules","Fejer","09/01/1971","Principal Investigator","University of California-San Diego","La Jolla",920930621,"Office of Contract & Grant Admin","United States","California","CA",8585344896,1521,"AERONOMY","George","Lewak","09/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"Evolution of Early Precambrian Terrane","09/15/1971","10/31/1976",80900,"Standard Grant",6030003,"Directorate For Geosciences","Division Of Earth Sciences","name not available","08/23/1971","04/28/1975",7100471,"Gilbert","Hanson","09/15/1971","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,"WEST 5510 FRK MEL LIB","United States","New York","NY",6316329949,1542,"GEOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"Larval Development of Marine Invertebrates From the Northern California Coast","09/15/1971","12/31/1977",40000,"Standard Grant",6040301,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","09/13/1971","12/14/1976",7100497,"James","Blake","09/15/1971","Principal Investigator","University of the Pacific","Stockton",952110110,"3601 Pacific Avenue","United States","California","CA",2099467706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"Early Displacement History of the San Andreas Fault System, Southern California","10/01/1971","03/31/1977",105000,"Standard Grant",6030003,"Directorate For Geosciences","Division Of Earth Sciences","name not available","09/09/1971","04/14/1976",7100498,"John","Crowell","10/01/1971","Principal Investigator","University of California-Santa Barbara","Santa Barbara",931062050,"Office of Research","United States","California","CA",8058934188,1542,"GEOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"Oxygen and Hydrogen Isotope Studies of Rocks and Minerals","09/15/1971","02/28/1977",109700,"Continuing grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","09/03/1971","08/29/1975",7100510,"Hugh","Taylor","09/15/1971","Principal Investigator","California Institute of Technology","PASADENA",911250600,"1200 E California Blvd","United States","California","CA",6263956219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"Multifrequency Electromagnetic Exploration","09/01/1971","08/31/1976",77800,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","09/03/1971","05/09/1974",7100513,"Gerald","Hohmann","09/01/1971","Co-Principal Investigator","University of Utah","SALT LAKE CITY",841128930,"75 S 2000 E","United States","Utah","UT",8015816903,NA,NA,"Stanley","Ward","09/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"Doctoral Dissertation Research in Biological Oceanography","10/01/1971","09/30/1973",1200,"Standard Grant",6040301,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","09/22/1971","09/22/1971",7100525,"Welton","Lee","10/01/1971","Principal Investigator","Stanford University","Palo Alto",943041212,"3160 Porter Drive","United States","California","CA",6507232300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"Calorimetric Investigation of the Thermodynamic Properties Of Minerals","10/15/1971","03/31/1978",81600,"Standard Grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","10/01/1971","08/16/1977",7100527,"Eric","Dowty","10/15/1971","Principal Investigator","Princeton University","Princeton",85442020,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",6092583090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"Geochemical Studies of Carbonates From Coral Reef Environments","10/15/1971","10/31/1977",63000,"Standard Grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","10/20/1971","11/05/1973",7100536,"Jon","Weber","10/15/1971","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,"110 Technology Center Building","United States","Pennsylvania","PA",8148651372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"Atmospheric Fluid Dynamics","10/15/1971","03/31/1977",191300,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","09/22/1971","09/25/1975",7100543,NA,"DATA NOT AVAILABLE","10/15/1971","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,"10889 Wilshire Boulevard","United States","California","CA",3107940102,1522,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"Correlation and Chronology of Ore Deposits and Volcanic Rocks","10/15/1971","04/30/1976",150100,"Standard Grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","10/01/1971","10/26/1973",7100545,"Paul","Damon","10/15/1971","Principal Investigator","University of Arizona","Tucson",857194824,"888 N Euclid Ave","United States","Arizona","AZ",5206266000,1541,"GEOCHEMISTRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"Effects of Pollutants on the Atmospheric Thermal Structure- A Numerical Study","10/15/1971","09/30/1975",136900,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","10/19/1971","02/26/1975",7100548,"Marshall","Atwater","10/15/1971","Principal Investigator","Center For the Environment and Man Inc","Hartford",6103,NA,"United States","Connecticut","CT",NA,1522,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"The Causes of Phytoplankton Succession and Blooms in Narragansett Bay","10/15/1971","11/30/1977",102900,"Continuing grant",6040301,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","10/20/1971","04/26/1977",7100556,"Theodore","Smayda","10/15/1971","Principal Investigator","University of Rhode Island","KINGSTON",28811967,"RESEARCH OFFICE","United States","Rhode Island","RI",4018742635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"Oxygen, Hydrogen, Carbon and Silicon Isotope Studies of Naturally Occurring Materials","10/15/1971","03/31/1977",229500,"Continuing grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","09/29/1971","11/17/1975",7100558,"Samuel","Epstein","10/15/1971","Principal Investigator","California Institute of Technology","PASADENA",911250600,"1200 E California Blvd","United States","California","CA",6263956219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"Studies on the Deep-Sea Benthos","11/01/1971","10/31/1975",59100,"Continuing grant",6040301,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","10/12/1971","10/12/1971",7100559,"Robert","Hessler","11/01/1971","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,"8602 La Jolla Shores Dr","United States","California","CA",8585341293,1650,"BIOLOGICAL OCEANOGRAPHY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"U-Pb Geochronology of the Central and Southern Appalachians And Pb-U-Th Studies of Iron Meteorites","11/01/1971","03/31/1977",80800,"Standard Grant",6030002,"Directorate For Geosciences","Division Of Earth Sciences","name not available","10/20/1971","11/01/1972",7100566,"Akhaury","Sinha","11/01/1971","Principal Investigator","Virginia Polytechnic Institute and State University","BLACKSBURG",240610001,"Sponsored Programs 0170","United States","Virginia","VA",5402315281,1541,"GEOCHEMISTRY","Arend","Meijer","11/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"Solid Flow in the Earth's Mantle","11/15/1971","04/30/1976",169300,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","11/19/1971","11/15/1973",7100582,"Neville","Carter","11/15/1971","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,"WEST 5510 FRK MEL LIB","United States","New York","NY",6316329949,1543,"GEOPHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"Study of Electrical Properties of Rocks and Ores","11/15/1971","10/31/1977",125000,"Standard Grant",6030004,"Directorate For Geosciences","Division Of Earth Sciences","name not available","11/10/1971","05/13/1975",7100584,"William","Sill","11/15/1971","Co-Principal Investigator","University of Utah","SALT LAKE CITY",841128930,"75 S 2000 E","United States","Utah","UT",8015816903,NA,NA,"Ralph","Shuey","11/15/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"Use of Satellite Observations in Support of the Science Objectives of Meteorological Field Programs","11/15/1971","10/31/1976",334874,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","11/08/1971","05/01/1976",7100585,"Thomas","Vonder Haar","11/15/1971","Principal Investigator","Colorado State University","Fort Collins",805232002,"601 S Howes St","United States","Colorado","CO",9704916355,5730,"GLOBAL ATMOSPHERIC RESEARCH",NA,NA,NA,NA,NA,NA,NA,8670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"Wave Disturbances in the Tropical Atlantic","11/15/1971","03/31/1976",183800,"Standard Grant",6020107,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","11/19/1971","03/24/1976",7100588,"Mariano","Estoque","11/15/1971","Principal Investigator","University of Miami Rosenstiel School of Marine&Atmospheric Sci","KEY BISCAYNE",331491031,"4600 RICKENBACKER CSWY","United States","Florida","FL",3054214089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"Laser Radar (Lidar) Research For Measuring Atmospheric WaterVapor Profiles","12/15/1971","03/31/1976",93000,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","12/21/1971","04/11/1974",7100598,"John","Cooney","12/15/1971","Principal Investigator","Drexel University","Philadelphia",191021119,"1505 Race St, 8th Floor","United States","Pennsylvania","PA",2158955849,1522,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"Lead and Gaseous Iodine and Bromine in Polluted Air","01/01/1972","12/31/1976",138600,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","12/14/1971","06/28/1976",7100606,"Robert","Duce","01/01/1972","Principal Investigator","University of Rhode Island","KINGSTON",28811967,"RESEARCH OFFICE","United States","Rhode Island","RI",4018742635,1522,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,"The Homogeneous Nucleation of Water From a Supersaturated Vapor","02/15/1972","05/31/1977",83000,"Standard Grant",6020102,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","02/08/1972","01/26/1977",7100616,"Louis","Lund","02/15/1972","Co-Principal Investigator","Missouri University of Science and Technology","Rolla",654096506,"300 W 12th Street","United States","Missouri","MO",5733414134,1522,"PHYSICAL METEOROLOGY","Barbara","Hale","02/15/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"Relation of Micropulsations to the Plasmasphere, Plasma Trough, and Plasma Sheet Regions","02/15/1972","10/31/1977",259800,"Standard Grant",6020203,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","02/01/1972","05/18/1976",7100617,"Richard","Heacock","02/15/1972","Principal Investigator","University of Alaska Fairbanks Campus","Fairbanks",997757880,"West Ridge Research Bldg 008","United States","Alaska","AK",9074747301,1523,"SOLAR-TERRESTRIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"Aerosol Concentrations on a Global Scale","03/01/1972","06/30/1978",151100,"Standard Grant",6020100,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","03/02/1972","08/19/1977",7100621,"Austin","Hogan","03/01/1972","Principal Investigator","SUNY at Albany","Albany",122220100,"1400 WASHINGTON AVE","United States","New York","NY",5184374550,0,"PHYSICAL METEOROLOGY",NA,NA,NA,NA,NA,NA,NA,1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Worldwide Electric Field Measurements on Balloons","04/01/1972","04/30/1977",127900,"Continuing grant",6020203,"Directorate For Geosciences","Div Atmospheric & Geospace Sciences","name not available","04/10/1972","12/01/1975",7100624,"Forrest","Mozer","04/01/1972","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,"Sponsored Projects Office","United States","California","CA",5106428109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"Cenozoic Igneous History of the Central American Volcanic Province- Potassium-Argon Dating","09/01/1972","10/31/1977",35300,"Standard Grant",6030003,"Directorate For Geosciences","Division Of Earth Sciences","name not available","08/01/1972","05/20/1977",7100628,"John","Sutter","09/01/1972","Principal Investigator","Ohio State University","Columbus",432101016,"Office of Sponsored Programs","United States","Ohio","OH",6146888735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"Cenozoic Igneous History of the Central American Volcanic Province","09/01/1972","12/31/1977",36900,"Standard Grant",6030003,"Directorate For Geosciences","Division Of Earth Sciences","name not available","08/01/1972","05/04/1977",7100629,"Alexander","McBirney","09/01/1972","Principal Investigator","University of Oregon Eugene","Eugene",974035219,"5219 UNIVERSITY OF OREGON","United States","Oregon","OR",5413465131,1542,"GEOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"Population Diversity and Species Differentiation in Leavenworthia","09/01/1971","08/31/1973",46700,"Standard Grant",8000000,"Direct For Biological Sciences","Direct For Biological Sciences","name not available","08/30/1971","08/30/1971",7100633,"Reed","Rollins","09/01/1971","Principal Investigator","Harvard University","Cambridge",21385366,"1033 MASSACHUSETTS AVE","United States","Massachusetts","MA",6174955501,NA,NA,"John","Rollins","09/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"Collaborative Research on Structure of Ecosystems, Part 1","09/15/1970","02/28/1978",202591,"Standard Grant",8010208,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","10/08/1970","03/11/1977",7100642,NA,"DATA NOT AVAILABLE","09/15/1970","Principal Investigator","Harvard University","Cambridge",21385366,"1033 MASSACHUSETTS AVE","United States","Massachusetts","MA",6174955501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"Collaborative Research on Structure of Ecosystems, Part 6","09/15/1970","02/28/1977",367800,"Standard Grant",8010208,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","10/08/1970","01/29/1976",7100645,"Daniel","Otte","09/15/1970","Co-Principal Investigator","University of Texas at Austin","Austin",787121532,"101 E. 27th Street, Suite 5.300","United States","Texas","TX",5124716424,5720,"OCEAN DRILLING PROGRAM","W.","Blair","09/15/1970","Principal Investigator","Mabry","09/15/1970","Co-Principal Investigator",NA,"Tom","Billie","Turner","09/15/1970","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
